Field,Experience,Location,Company Size,Salary,Job Requirements,URL
Ngân hàng,Trên 5 năm,Hà Nội,10000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
1. Bằng cấp:
- Tốt nghiệp Đại học chính quy trở lên chuyên ngành Kế toán, Kiểm toán, Tài chính - Ngân hàng, Đầu tư. Hoặc các chuyên ngành thuộc Khối ngành Kinh tế có liên quan.
- Tiếng Anh: Cấp độ 2: TOEFL 46-78 | IELTS 4.5-6.0 | TOEIC 605-780 hoặc tương đương.
- Tin học Văn phòng: Thành thạo.
2. Kinh nghiệm:
- Kinh nghiệm Chuyên môn: Có kinh nghiệm tối thiểu 07 năm mảng Nguồn vốn, hỗ trợ giao dịch nguồn vốn tại các NH TMCP, công ty chứng khoán, công ty tài chính.
- Kinh nghiệm Quản lý: 04 năm
3. Kiến thức:
Kiến thức chung:
- Am hiểu về tổ chức:
+ Hiểu biết cơ bản về về NHTM; nắm được các quy định chung của pháp luật tham chiếu hoạt động của NHTM.
- Am hiểu về lĩnh vực/ ngành nghề đang cung cấp:
+ Kiến thức nền tảng về kinh tế, tài chính ngân hàng.
Kiến thức chuyên môn:
- Am hiểu chuyên môn nghiệp vụ của vị trí (chính sách/ quy định/ quy trình...):
+ Nắm được các quy định, nguyên lý về kế toán hạch toán, thanh toán của NHTM.
+ Am hiểu chuyên sâu về nghiệp vụ hỗ trợ giao dịch nguồn vốn
+ Nắm vững các phần mềm liên quan đến nghiệp vụ Nguồn vốn, hệ thống thanh toán trong ngân hàng.
- Am hiểu về pháp luật liên quan: Nắm được các quy định của pháp luật, NHNN và các quy định nội bộ liên quan về nghiệp vụ hỗ trợ giao dịch nguồn vốn.
4. Kỹ năng/ Khả năng
Năng lực chung:
Quản trị các mối quan hệ
Quản trị sự thay đổi
Giải quyết vấn đề và ra quyết định
Năng lực chuyên môn:
Am hiểu các hệ thống, phần mềm liên quan tới nghiệp vụ Nguồn vốn
Kỹ năng phân tích, tổng hợp dữ liệu, báo cáo và đưa ra dự báo.
Tư duy dịch vụ
Kỹ năng cải tiến, sáng tạo. Khả năng thích nghi, đa nhiệm, kiêm nhiệm
Tư duy logic
Năng lực quản lý:
Lãnh đạo và tạo động lực
Hoạch định và tổ chức
Phát triển con người
5. Yêu cầu khác:
- Ưa nhìn, sức khỏe tốt, không dị tật, không nói ngọng, không nói lắp.
- Thái độ, tính cách:
+ Chuyên nghiệp, đề cao sự tuân thủ.
+ Tính cam kết và khả năng gắn bó với ngân hàng cao.
+ Thân thiện, vui vẻ, hòa đồng.
+ Khả năng chịu được sức ép và cường độ cao
+ Quyết liệt, quyết tâm đạt được mục tiêu",https://www.topcv.vn/viec-lam/pho-truong-phong-thanh-toan-tai-tro-thuong-mai-va-ho-tro-giao-dich-nguon-von/1676724.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Ngân hàng,Không yêu cầu,Bình Dương,25-99 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Tốt nghiệp Trường Đại Học về Kinh tế, Tài chính, Ngân hàng, Quản trị kinh doanh và tương đương
- Kinh nghiệm chuyên môn 5 năm
- Kinh nghiệm quản lý 2 năm
- Am hiểu về thị trường, phân khúc khách hàng và các sản phẩm, dịch vụ mà ngân hàng bán lẻ cung cấp",https://www.topcv.vn/viec-lam/giam-doc-kinh-doanh-quan-ly-quan-he-khach-hang-thu-dau-mot-binh-duong-thu-nhap-canh-tranh/1683081.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,2 năm,Hà Nội,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
• Tốt nghiệp Cao Đẳng trở lên
• Tuổi: 24 - 45 - yêu cầu bắt buộc
• Ưu tiên ứng viên từ 2 năm kinh nghiệm trong các ngành kinh doanh, thị trường, tài chính, bảo hiểm, bất động sản, giáo dục..
• Ứng viên chưa có kinh nghiệm sẽ được đào tạo.",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-tu-du-24-tuoi-thu-nhap-tu-20-trieu-commission/1651006.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,1 năm,Nam Định & 3 nơi khác,5000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Tốt nghiệp từ cao đẳng trở lên.
- Có tối thiểu 1 năm kinh nghiệm bán hàng trong lĩnh vực tài chính, ngân hàng, bảo hiểm. Ưu tiên ngành bảo hiểm nhân thọ hoặc tối thiểu 06 tháng kinh nghiệm bán hàng thuộc kênh Bancassurance với kết quả tốt.
- Có tinh thần đồng đội, kỹ năng xây dựng mối quan hệ và lắng nghe.",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-bao-hiem-du-an-tpbank-x-sun-life-viet-nam-khu-vuc-mien-trung/1473871.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,Không yêu cầu,Hồ Chí Minh,500-1000 nhân viên,Từ 20 triệu,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng, Đại học (lợi thế)
Ngoại hình sáng, tác phong chuyên nghiệp (lợi thế)
Năng động, nhiệt huyết, có tham vọng làm chủ tài chính
Có tinh thần trách nhiệm cao, giao tiếp tốt.
Có kinh nghiệm về lĩnh vực tài chính, bán hàng và chăm sóc KH (lợi thế)",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-tu-van-tai-chinh-tu-22-tuoi-thu-nhap-tu-20-35-trieu-thang/1689073.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Tài chính,Không yêu cầu,Hà Nội & 8 nơi khác,5000+ nhân viên,8 - 15 triệu,"Yêu cầu ứng viên
Từ đủ 20 tuổi trở lên, có bằng tốt nghiệp.
Giao tiếp lưu loát, tự tin.
Có giọng nói tốt.
Ham học hỏi, biết lắng nghe.
Có tinh thần cầu tiến để phát triển sự nghiệp.
Sử dụng thành thạo tin học văn phòng.",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tra-gop-tai-cua-hang-mien-bac-tong-thu-nhap-tu-8-trieu-thang/1677856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fecredit/tuyen-dung/nhan-vien-thu-phi-tin-dung-thi-truong-j1427976.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Ngân hàng,3 năm,Hà Nội,5000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
Tốt nghiệp Đại học trở lên chuyên ngành Kinh tế, Quản trị kinh doanh, Marketing, Công nghệ thông tin hoặc các ngành liên quan.
Tối thiểu 3-5 năm kinh nghiệm trong lĩnh vực kinh doanh số, thương mại điện tử, fintech hoặc ngân hàng số.
Hiểu biết sâu về các mô hình kinh doanh số, digital marketing, và trải nghiệm khách hàng trên nền tảng số.
Kỹ năng giao tiếp, đàm phán và làm việc nhóm tốt.
Tư duy sáng tạo, nhạy bén với công nghệ và xu hướng thị trường.
Có kinh nghiệm phát triển khách hàng qua mạng lưới cộng tác viên, qua cộng đồng, qua các kênh/nền tảng xã hội.",https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-kinh-doanh-so-1o243/1672577.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fecredit/tuyen-dung/nhan-vien-tu-van-tai-chinh-qua-dien-thoai-thu-nhap-trung-binh-tu-10-20-trieu-thang-j1263431.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fecredit/tuyen-dung/nhan-vien-xu-ly-tin-dung-thi-truong-j1427955.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Tài chính,1 năm,"Hồ Chí Minh, Đà Nẵng",25-99 nhân viên,Tới 20 triệu,"Yêu cầu ứng viên
● Tốt nghiệp đại học chuyên ngành tài chính, quản trị kinh doanh, Tiếng Anh, du lịch hoặc các lĩnh vực liên quan.
● Kỹ năng nói và viết tiếng Anh xuất sắc (tương đương IELTS 6.5 trở lên).
● Kỹ năng giao tiếp tốt.
● Cẩn thận, chú ý đến chi tiết và chính xác.",https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-vay-lam-theo-gio-us-loan-processors-thu-nhap-len-den-20m/1671046.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Tài chính,Không yêu cầu,Hà Nội,1000+ nhân viên,16 - 20 triệu,"Yêu cầu ứng viên
- Tốt nghiệp Cao đẳng trở lên
- Kỹ năng giao tiếp và tương tác với khách hàng tốt;
- Kỹ năng lắng nghe và thấu hiểu nhu cầu của khách hàng;
- Kỹ năng đàm phán và thuyết phục khách hàng;
- Kỹ năng tư vấn bán hàng qua điện thoại tốt và nắm bắt được tâm trạng khách hàng qua lời nói trong cuộc hội thoại;
- Có giọng nói dễ nghe, nhẹ nhàng, không bị nói lắp và từ địa phương",https://www.topcv.vn/viec-lam/chuyen-vien-telesales-tnex-4b004-luong-cung-8-den-10-trieu-thu-nhap-len-den-20-trieu-thang/1672925.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Ngân hàng,3 năm,Đồng Nai & 7 nơi khác,1000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
– Tốt nghiệp Đại học trở lên các trường trong và ngoài nước các chuyên ngành Kinh tế, Tài chính, Ngân hàng, Quản trị kinh doanh...
– Kỹ năng tốt về: Giao tiếp, xử lý tình huống, quản trị, điều hành hoạt động của đơn vị.
– Ưu tiên ứng viên có hộ khẩu thường trú, am hiểu địa bàn làm việc.
Yêu cầu riêng:
– Ứng viên phải có ít nhất 03 năm kinh nghiệm trong lĩnh vực tài chính/ ngân hàng và có 03 năm ở vị trí quản lý.
– Tuổi không quá 40 tuổi.",https://www.topcv.vn/viec-lam/giam-doc-phong-giao-dich-khu-vuc-dong-nam-bo-va-tay-nam-bo/1679456.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
IT - Phần mềm,5 năm,Hà Nội,3000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
Kinh nghiệm & Chuyên môn
Tối thiểu 5 năm kinh nghiệm trong lĩnh vực tài chính, ngân hàng, trung gian thanh toán hoặc fintech
Am hiểu sâu về tín dụng ngân hàng, thanh toán điện tử và các quy định pháp lý liên quan
Kinh nghiệm quản lý đội ngũ kinh doanh, phát triển thị trường và vận hành sản phẩm tài chính
Hiểu biết về xu hướng công nghệ và FinTech trong lĩnh vực tài chính, ngân hàng
Kỹ năng
Kỹ năng lãnh đạo và quản lý đội ngũ xuất sắc
Tư duy chiến lược, nhìn xa trông rộng và khả năng ra quyết định tốt
Kỹ năng đàm phán, thuyết phục và xây dựng mối quan hệ
Khả năng phân tích dữ liệu, đánh giá thị trường và đưa ra các quyết định kinh doanh
Khả năng quản lý dự án và giải quyết vấn đề hiệu quả
Thành thạo tiếng Anh trong giao tiếp và văn bản
Học vấn
Tốt nghiệp đại học chuyên ngành Ngân hàng, Tài chính, Kinh tế, Quản trị Kinh doanh hoặc các lĩnh vực liên quan
ƯU TIÊN
Tốt nghiệp từ các trường đại học có yếu tố nước ngoài
Có kinh nghiệm quản lý cấp cao tại ngân hàng, công ty fintech hoặc tập đoàn công nghệ lớn
Có kinh nghiệm phát triển và triển khai sản phẩm tài chính thành công.
Hiểu biết sâu sắc về hệ sinh thái fintech và xu hướng phát triển ngành.
Có mạng lưới quan hệ rộng trong ngành tài chính, ngân hàng.",https://www.topcv.vn/viec-lam/pho-giam-doc-san-xuat-va-kinh-doanh/1687726.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,1 năm,An Giang & 3 nơi khác,5000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
1. Trình độ học vấn:
Tốt nghiệp Đại học chính quy trở lên chuyên ngành Tài chính, Ngân hàng, Thương mại, Kinh tế, Ngoại thương, Quản trị kinh doanh hoặc tương đương;
Ưu tiên ứng viên có bằng tốt nghiệp loại Giỏi/Xuất sắc các chuyên ngành phù hợp với vị trí ứng tuyển.
2. Kinh nghiệm công tác:
Chuyên viên KHCN: Tối thiểu 01 năm kinh nghiệm kinh doanh trực tiếp trong lĩnh vực tài chính/ ngân hàng/ đầu tư/ bảo hiểm/ chứng khoán/ bất động sản và tương đương;
Chuyên viên chính KHCN: Tối thiểu 01 năm kinh nghiệm ở vị trí Chuyên viên KHCN/ KHDN hoặc các chức danh tương đương tại các ngân hàng/ tổ chức tài chính;
Chuyên viên cao cấp KHCN: Tối thiểu 01 năm kinh nghiệm ở vị trí Chuyên viên chính KHCN/ KHDN hoặc các chức danh tương đương tại các ngân hàng/ tổ chức tài chính.
3. Kiến thức:
Có kiến thức về kinh tế, thị trường; mô hình tổ chức, hoạt động kinh doanh bán lẻ của ngân hàng;
Có kiến thức về thị trường ngành, đối thủ cạnh tranh,... trên địa bàn;
Có kiến thức về đặc điểm, nhu cầu khách hàng; sản phẩm dịch vụ ngân hàng dành cho KHCN;
Có kiến thức về các quy định - quy trình nghiệp vụ và các quy định của pháp luật liên quan đến công việc, đặc biệt là nghiệp vụ tín dụng;
Có kiến thức về thẩm định tín dụng và quản trị rủi ro;
Sử dụng thành thạo tin học văn phòng; Tiếng Anh giao tiếp tốt.",https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-khach-hang-ca-nhan-can-tho-long-xuyen-chau-doc-tien-giang-kien-giang-ca-mau/1281174.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Ngân hàng,1 năm,Đồng Nai,10000+ nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Tốt nghiệp Cao đẳng trở lên chuyên ngành: Tài chính, Ngân hàng, Kế toán, Quản trị kinh doanh hoặc chuyên môn nghiệp vụ tương đương.
- Có từ 01 - 05 năm kinh nghiệm trở lên trong lĩnh vực Tài chính mảng Khách hàng Cá nhân.
- Kỹ năng bán hàng, thuyết phục và giao tiếp tốt;
- Hiểu biết về các sản phẩm, dịch vụ ngân hàng;
- Có khả năng thẩm định và đánh giá khách hàng.",https://www.topcv.vn/viec-lam/chuyen-vien-chuyen-vien-cao-cap-quan-he-khach-hang-ca-nhan-khu-vuc-dong-nai/1637531.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,8 - 12 triệu,"Yêu cầu ứng viên
Tuổi từ 25 – 40, sinh sống tại Tp. Hồ Chí Minh.
Có kinh nghiệm làm việc từ 1 năm trở lên, không yêu cầu kinh nghiệm bảo hiểm.
Trình độ học vấn Cao đẳng/Đại học.
Nhiệt huyết và tận tâm trong việc tư vấn, mang lại giá trị cho khách hàng.
Giao tiếp Tiếng Việt tốt.",https://www.topcv.vn/viec-lam/chuyen-vien-hoach-dinh-tai-chinh-tu-van-tai-chinh-khong-yeu-cau-kinh-nghiem-bao-hiem/1681885.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,Không yêu cầu,Hà Nội,5000+ nhân viên,Tới 60 triệu,"Yêu cầu ứng viên
Trung thực - Nhiệt tình - Ham học hỏi;
Làm việc có kỷ luật;
Luôn nỗ lực vượt qua chính mình.",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-tai-chinh-cao-cap-tai-ha-noi-khong-yeu-cau-kinh-nghiem-luong-co-ban-700-1200/1390860.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,Dưới 1 năm,Hà Nội,100-499 nhân viên,Từ 16.8 triệu,"Yêu cầu ứng viên
Độ tuổi từ 22 tuổi trở lên (bắt buộc)
Tốt nghiệp cao đẳng trở lên (bắt buộc)
Giao tiếp tốt, có kinh nghiệm Sales là một lợi thế
Chăm chỉ, kiên trì, chịu được áp lực & thích nghi tốt",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-va-cham-soc-khach-hang-cap-cao-life-portfolio-manager-thu-nhap-tu-16-25-trieu-thang/1575127.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
Bảo hiểm,Không yêu cầu,Hà Nội,500-1000 nhân viên,19 - 36 triệu,"Yêu cầu ứng viên
Độ tuổi: từ 23 tuổi trở lên - là yêu cầu bắt buộc của ngành bảo hiểm (sinh năm 1990 - 2003).
- Có bằng tốt nghiệp CĐ/ĐH trở lên (ưu tiên ứng viên học các chuyên ngành: tài chính- ngân hàng, quản trị kinh doanh, kinh tế, quản trị khách sạn, marketing....) - có hỗ trợ chờ bằng
- Không yêu cầu kinh nghiệm, không có kinh nghiệm sẽ đào tạo
- Chịu được áp lực và có tinh thần trách nhiệm cao trong công việc
- Có kỹ năng giao tiếp tốt, kỹ năng sử dụng Mạng xã hội trong việc bán hàng & Xây dựng thương hiệu cá nhân, và xử lý tình huống tốt
- Ngoại hình sáng, giao tiếp tốt, có kinh nghiệm bán hàng và chăm sóc khách hàng là một lợi thế
- Ưu tiên ứng viên có kinh nghiệm trên 1 năm trong các lĩnh vực kinh doanh, tài chính, ngân hàng, bảo hiểm, chứng khoán, quỹ đầu tư...",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-tu-van-bao-hiem-tu-van-tai-chinh-thu-nhap-hap-dan-tu-19-8tr-thuong-hoa-hong/1655589.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443768
